('tmali_hk tmali provide', 'housekeeping retrieved tmali_hk structure data tmali returned collects', 0.8783581167279331)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'functions ping driver terminate read availability queue fatal allocated pong data initializes detected parameters values semaphore 任务 存储 events signaled size initialization continues time 错误 range buffersize buffer ring stored tmali allowed signals initial', 0.6436344915253358)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'location ring defined structure filled data pointers buffer', 0.6186111228418499)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'location ring defined structure filled data pointers buffer', 0.5236546436858899)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'frames generate 功能 ping driver altered additional arrive passed hardware current typically trailing 接收 pong 数据 setting operation event events buffers timeout interrupt time 错误 configurable buffer msecs tmali retrieve nominal exposure completed', 0.49492734657068516)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'location situation ring equal definition structure wasted 数据 pointer simple buffer administration', 0.48195575873534446)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'separate location verified reset ring points start pointed structure incremented advancing 数据 pointer buffer', 0.40640154044397986)
('current ordering mode 功能 sets tmali driver event 提供', '功能 function driver requested change hardware routine commanding 数据 setting acquisition parameters activated specification incorrect windowing 激活 sets 错误 verified window 返回', 0.4031532905899563)
('address ring tmali_hk starting tmali place event buffer', 'housekeeping retrieved tmali_hk structure data tmali returned collects', 0.39902876601524545)
('current ordering mode 功能 sets tmali driver event 提供', 'true rearrangement 功能 arrangement routine mode special', 0.3784265207727091)
('current ordering mode 功能 sets tmali driver event 提供', 'frames generate 功能 ping driver altered additional arrive passed hardware current typically trailing 接收 pong 数据 setting operation event events buffers timeout interrupt time 错误 configurable buffer msecs tmali retrieve nominal exposure completed', 0.34807143640374527)
('consecutively replaced reporting original sequence period code number exceeds error include reported', 'flooded potential function period telemetry special repetition tracks housekeeping high encoded repeated identical instance enqueued consecutively maintained effectively reporting reduces mechanism 错误 occurrence reported frequency rate incremented collection code s_ccm_err_repeat single', 0.34580026220392746)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', 'detects queue transfer receipt initialization routine installs limit reaches invoked 数据 tmali driver programmed ping pong timeout hook frame buffer', 0.3429050685463132)
('address ring tmali_hk starting tmali place event buffer', 'location ring defined structure filled data pointers buffer', 0.3349590211077191)
('consecutively replaced reporting original sequence period code number exceeds error include reported', 'situation functions context conflicts callers occuring period replaces special housekeeping global queue variable high routine occurred enqueued semaphore event 任务 命令 reduce included ctrl errors reporting priority multiple interrupt error reported inversion frequently rate code called repeat report', 0.33291148186071173)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'stating 功能 frames takes function ping determines interrupting current read hardware queue pong selected setting data commanded task depth buffers transferred timeout interrupt parameter determined frame buffer differ 激活 response tmali returned initial', 0.3317184888894486)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'functions ping driver terminate read availability queue fatal allocated pong data initializes detected parameters values semaphore 任务 存储 events signaled size initialization continues time 错误 range buffersize buffer ring stored tmali allowed signals initial', 0.32189632077376973)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'completes frames awake 功能 counted ping flag driver s_tmali_queue_full fast recover forces discard queue transfer hardware ready swap manually considered tamli pong processing 数据 finish invoking operation acquisition semaphore event wait 任务 events completely recognizes problem transferred normal result interrupt occur time mechanism error complete buffer reported transferring issue condition tmali_hk guarantees response tmali occurs retrieve enables handled awaken tmali_event_queue 完成的', 0.304242236304387)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'detects queue transfer receipt initialization routine installs limit reaches invoked 数据 tmali driver programmed ping pong timeout hook frame buffer', 0.2969662431950182)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', 'intermediate reads ping driver served ready swap pong unblock 数据 serves semaphore event reached exchange wait notifies delivered supplied limit buffers normal sequence timeout frame buffer notification indicating 经理 eventually tmali waits', 0.27831878346350625)
('deferred 处理 commands time real receipt', 'detects queue transfer receipt initialization routine installs limit reaches invoked 数据 tmali driver programmed ping pong timeout hook frame buffer', 0.2665655628089497)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', 'housekeeping retrieved tmali_hk structure data tmali returned collects', 0.26353835635509154)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'library control capture retrieved functions 功能 driver command track detector telescope queue housekeeping transfer components routine received data semaphore event wait includes 任务 events 取 synchronize configure handling installed errors timeout implemented 错误 访问 gathers hook buffer frame reported ring work window module facilitates arrangement tmali consists number tmali_event_queue depth', 0.2502012107362857)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'functions ping driver terminate read availability queue fatal allocated pong data initializes detected parameters values semaphore 任务 存储 events signaled size initialization continues time 错误 range buffersize buffer ring stored tmali allowed signals initial', 0.24468913636693754)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'intermediate reads ping driver served ready swap pong unblock 数据 serves semaphore event reached exchange wait notifies delivered supplied limit buffers normal sequence timeout frame buffer notification indicating 经理 eventually tmali waits', 0.24103255133017146)
('current ordering mode 功能 sets tmali driver event 提供', 'hardware controlled window function windowing 激活 driver setting tmali parameters activated transfers', 0.2294077944842218)
('address ring tmali_hk starting tmali place event buffer', 'retrieved 功能 功能 efficiency inline place track performs consisting queue avoid processing received wait event events order checking retrieval maximize error relevant resident retrieving usage 注册 points tmali number tmali_event_queue complete', 0.22043060764861677)
('current ordering mode 功能 sets tmali driver event 提供', 'current functions routine discussed timeout 数据 returned milliseconds document', 0.22002935417227)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'location situation ring equal definition structure wasted 数据 pointer simple buffer administration', 0.2197736302654017)
('queue decode errors scm_dci_sr tmali errno 错误 utilize place', 'retrieved 功能 功能 efficiency inline place track performs consisting queue avoid processing received wait event events order checking retrieval maximize error relevant resident retrieving usage 注册 points tmali number tmali_event_queue complete', 0.21863137431225949)
('tmali_hk tmali provide', 'completes frames awake 功能 counted ping flag driver s_tmali_queue_full fast recover forces discard queue transfer hardware ready swap manually considered tamli pong processing 数据 finish invoking operation acquisition semaphore event wait 任务 events completely recognizes problem transferred normal result interrupt occur time mechanism error complete buffer reported transferring issue condition tmali_hk guarantees response tmali occurs retrieve enables handled awaken tmali_event_queue 完成的', 0.21076534949010492)
('The DPU-CCM shall collect a TASK_HBEAT from DPU-SCUI, DPU-CCM, DPU-DCX, DPU-TMALI, and DPU-DPA .\n                Non-responsive tasks will be reported in DPU_HK.\n            ', '任务 transmission packet create errors reporting 表格 event tasks collection time wakes error checks ground centralized 报告 scui calls', 0.20963080139720125)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'frames generate 功能 ping driver altered additional arrive passed hardware current typically trailing 接收 pong 数据 setting operation event events buffers timeout interrupt time 错误 configurable buffer msecs tmali retrieve nominal exposure completed', 0.2075757671449237)
('configure initialization timeout capable 数据 tmali startup milliseconds 修改 dynamically tmali_timeout', 'install 输入 queue 数据 structures parameters semaphore wait transfers task tmali_event_queue initialization allocate startup initialize variables memory throttled initialized tmali spawning loop', 0.20695853014964882)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'bytes processed defined pointers track point received specifies sizes data 操作 store events needed verify compare structure implemented entities maintains buffer temporarily reading simplest ring converted fifo stores called single', 0.2021458931323376)
('address ring tmali_hk starting tmali place event buffer', 'location situation ring equal definition structure wasted 数据 pointer simple buffer administration', 0.19561504213644826)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', 'stating 功能 frames takes function ping determines interrupting current read hardware queue pong selected setting data commanded task depth buffers transferred timeout interrupt parameter determined frame buffer differ 激活 response tmali returned initial', 0.19462839010213664)
('current ordering mode 功能 sets tmali driver event 提供', 'stating 功能 frames takes function ping determines interrupting current read hardware queue pong selected setting data commanded task depth buffers transferred timeout interrupt parameter determined frame buffer differ 激活 response tmali returned initial', 0.19419586338909867)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', '功能 frames function ping determines command interrupting read hardware typically detecting processing chance pong selected setting delayed small changing data larger activated commanded event reached 任务 depth attempt minimizes buffers level overwrite result starting sets timeout parameter time determined frame buffer reported condition previous changed actual opportunity unpredictable activity tmali send maximum initial', 0.1925602696945879)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', 'frames generate 功能 ping driver altered additional arrive passed hardware current typically trailing 接收 pong 数据 setting operation event events buffers timeout interrupt time 错误 configurable buffer msecs tmali retrieve nominal exposure completed', 0.19186239026573496)
('queue decode errors scm_dci_sr tmali errno 错误 utilize place', 'guide programmer queues calling assigned early queue created global variable errno 任务 boot works refer errors reporting queued stage occur time 错误 collection exists reader', 0.19074139100799933)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'separate location verified reset ring points start pointed structure incremented advancing 数据 pointer buffer', 0.18532062387467202)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', 'install 输入 queue 数据 structures parameters semaphore wait transfers task tmali_event_queue initialization allocate startup initialize variables memory throttled initialized tmali spawning loop', 0.1809919413780413)
('deferred 处理 commands time real receipt', 'message 控制 removed periodic codes dispatch telemetry command packets track spawns arrive housekeeping queue monitors components received tasks 数据 commands dispatches initializes specific heartbeat event production 任务 includes executed interval ctrl included level receives instrument execution interrupt real time flags error reported reuse packet accumulates schedules operational rates bootup component major project table number include strobe watchdog structures', 0.17958645492970612)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'detects queue transfer receipt initialization routine installs limit reaches invoked 数据 tmali driver programmed ping pong timeout hook frame buffer', 0.17935495786782962)
('tmali_hk tmali provide', 'updated atomic lost 功能 context reports function pointer running free caller counter reset housekeeping equal variable careful routine occurred implementation faster data parameters semaphore assignment safe method temporary task integers events works total numbers errors extra supplied solved design structure 要求 错误 unsigned resets reported 操作 counters counting tmali_hk internal increment stored tmali returned number structures', 0.17686444615398067)
('consecutively replaced reporting original sequence period code number exceeds error include reported', '功能 功能 period caller availability queue ticks awaiting routine blocks specifies data avialable semaphore wait ticksto kernel 任务 events symbolic timeout time parameter 错误 返回 determined initialized tmali number returned called maximum', 0.1757745979266953)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'housekeeping retrieved tmali_hk structure data tmali returned collects', 0.17312602721048695)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'bytes processed defined pointers track point received specifies sizes data 操作 store events needed verify compare structure implemented entities maintains buffer temporarily reading simplest ring converted fifo stores called single', 0.17111660578376361)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'receive perform handle retrieved discarding frames sufficient language function s_tmali_queue_full ping driver insufficient determine ensures calls integral single read queue transfer array contents hardware high routine readable boundaries burst pong 数据 speed required wrap collected entire semaphore task 命令 events verify examine design viewpoint constitutes invoked assembly implemented mechanism error occur policy space resident buffer reported check frame ring discarded correctly transitions newer tmali number addition supports awaken tmali_event_queue scientific complete', 0.17075433991993394)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', '注册 control arrangement setting tmali status', 0.1703825879209637)
('address ring tmali_hk starting tmali place event buffer', 'separate location verified reset ring points start pointed structure incremented advancing 数据 pointer buffer', 0.16494927805587514)
('consecutively replaced reporting original sequence period code number exceeds error include reported', 'retrieved 功能 功能 efficiency inline place track performs consisting queue avoid processing received wait event events order checking retrieval maximize error relevant resident retrieving usage 注册 points tmali number tmali_event_queue complete', 0.1621324260100861)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'completes frames awake 功能 counted ping flag driver s_tmali_queue_full fast recover forces discard queue transfer hardware ready swap manually considered tamli pong processing 数据 finish invoking operation acquisition semaphore event wait 任务 events completely recognizes problem transferred normal result interrupt occur time mechanism error complete buffer reported transferring issue condition tmali_hk guarantees response tmali occurs retrieve enables handled awaken tmali_event_queue 完成的', 0.16213133165129637)
('deferred 处理 commands time real receipt', '消息 providing control handle periodic calling execute function dispatch period command calls responsibilities executes extended housekeeping processing tasks conversion expected heartbeat production task impossible elapsed reboot execution time verifies 错误 analog reported updates frequency 处理 monitoring health digital include strobe called watchdog executing 报告 失败', 0.1619061864854471)
('dpusdp dpu_hk rejected rejecting code command 错误 errno report indicating', 'guide programmer queues calling assigned early queue created global variable errno 任务 boot works refer errors reporting queued stage occur time 错误 collection exists reader', 0.15709849831851366)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', 'functions ping driver terminate read availability queue fatal allocated pong data initializes detected parameters values semaphore 任务 存储 events signaled size initialization continues time 错误 range buffersize buffer ring stored tmali allowed signals initial', 0.15169384651644205)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', 'events library telescope queue 取 module manages processing algorithms 数据 tmali 访问 event detector', 0.1501529414669332)
('dpusdp dpu_hk rejected rejecting code command 错误 errno report indicating', 'flooded potential function period telemetry special repetition tracks housekeeping high encoded repeated identical instance enqueued consecutively maintained effectively reporting reduces mechanism 错误 occurrence reported frequency rate incremented collection code s_ccm_err_repeat single', 0.14955179694690193)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'library control capture retrieved functions 功能 driver command track detector telescope queue housekeeping transfer components routine received data semaphore event wait includes 任务 events 取 synchronize configure handling installed errors timeout implemented 错误 访问 gathers hook buffer frame reported ring work window module facilitates arrangement tmali consists number tmali_event_queue depth', 0.14891565140250332)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', 'hardware controlled window function windowing 激活 driver setting tmali parameters activated transfers', 0.14769017723491348)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', '功能 function driver requested change hardware routine commanding 数据 setting acquisition parameters activated specification incorrect windowing 激活 sets 错误 verified window 返回', 0.14590385200796444)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'intermediate reads ping driver served ready swap pong unblock 数据 serves semaphore event reached exchange wait notifies delivered supplied limit buffers normal sequence timeout frame buffer notification indicating 经理 eventually tmali waits', 0.14557339118240764)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', '功能 frames function ping determines command interrupting read hardware typically detecting processing chance pong selected setting delayed small changing data larger activated commanded event reached 任务 depth attempt minimizes buffers level overwrite result starting sets timeout parameter time determined frame buffer reported condition previous changed actual opportunity unpredictable activity tmali send maximum initial', 0.14482089682920568)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'events library telescope queue 取 module manages processing algorithms 数据 tmali 访问 event detector', 0.14390778811501692)
('address ring tmali_hk starting tmali place event buffer', 'lieu download eeprom command target filesystem block formulate uploaded written hardware types file registers 接收 data eefs dpu_blk locations location handling d_mem_disk_init upload entirety memory overwritten d_mem_dat_upld address dram filename destination 表格 number exists reinitialized', 0.14344109790362672)
('respond routine callback install interrupt tmali 错误', 'frames generate 功能 ping driver altered additional arrive passed hardware current typically trailing 接收 pong 数据 setting operation event events buffers timeout interrupt time 错误 configurable buffer msecs tmali retrieve nominal exposure completed', 0.1422006219115075)
('current ordering mode 功能 sets tmali driver event 提供', 'clear order lost current enqueue housekeeping tracking reporting high rate period collection checks mechanism 错误 exceeds insure s_ccm_err_repeat counts rollover', 0.14211791330547807)
('consecutively replaced reporting original sequence period code number exceeds error include reported', 'encodes codes special original enqueues repeated counts order enqueue newly reporting s_ccm_errq_flush mechanism 错误 reported clear packet tracking discussed collection code signal s_ccm_err_repeat', 0.14108072323971907)
('size ring tmali_buffer_size frames initialization 存储 allocate incoming data tmali buffer', 'accessed 数据 items global', 0.1376342598118839)
('address ring tmali_hk starting tmali place event buffer', 'completes frames awake 功能 counted ping flag driver s_tmali_queue_full fast recover forces discard queue transfer hardware ready swap manually considered tamli pong processing 数据 finish invoking operation acquisition semaphore event wait 任务 events completely recognizes problem transferred normal result interrupt occur time mechanism error complete buffer reported transferring issue condition tmali_hk guarantees response tmali occurs retrieve enables handled awaken tmali_event_queue 完成的', 0.13654477897118447)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', '功能 frames function ping determines command interrupting read hardware typically detecting processing chance pong selected setting delayed small changing data larger activated commanded event reached 任务 depth attempt minimizes buffers level overwrite result starting sets timeout parameter time determined frame buffer reported condition previous changed actual opportunity unpredictable activity tmali send maximum initial', 0.12971531023813118)
('configure initialization timeout capable 数据 tmali startup milliseconds 修改 dynamically tmali_timeout', 'current functions routine discussed timeout 数据 returned milliseconds document', 0.1294183378420682)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'message seconds quietly 控制 absence blindly rejected context dispatch function execute observatory reports calling command periodically messages calls current passed queue echo forwarded blocks subsequently enabled commands wakes ground expected guarantee parameters semaphore counts attitude executed 任务 提取 命令 maintained verify handling synchronize reporting waiting invokes interrupt timeout time 错误 clock spacecraft process discarded dequeued send sync length report', 0.1283290651266219)
('location strobing loss timer defined software last_boot_ivec unrecoverable occur eeprom commandability 错误 ground communication watchdog record discontinue', '消息 seconds perform 控制 periodic toggles blocking remains eeprom command binary scui successful arrive housekeeping minimum dump bc_index global variable blocks processing definition strobe tasks rationale 表现 commands service routine initializes responsibility ground transmit errno semaphore enqueued event contact temporary task boot 命令 disables create reboot initialization requires normal timeout interrupt intervals time parameter 错误 memory clock alive selecting 处理 监测 semaphores queue commandability arrival establish occurs watchdog spawning report provide complete', 0.12832766285538055)
('current ordering mode 功能 sets tmali driver event 提供', 'message seconds quietly 控制 absence blindly rejected context dispatch function execute observatory reports calling command periodically messages calls current passed queue echo forwarded blocks subsequently enabled commands wakes ground expected guarantee parameters semaphore counts attitude executed 任务 提取 命令 maintained verify handling synchronize reporting waiting invokes interrupt timeout time 错误 clock spacecraft process discarded dequeued send sync length report', 0.12725316709341566)
('address ring tmali_hk starting tmali place event buffer', 'functions ping driver terminate read availability queue fatal allocated pong data initializes detected parameters values semaphore 任务 存储 events signaled size initialization continues time 错误 range buffersize buffer ring stored tmali allowed signals initial', 0.12632984493760488)
('location strobing loss timer defined software last_boot_ivec unrecoverable occur eeprom commandability 错误 ground communication watchdog record discontinue', 'Command Handling The DPU accepts commands via two interfaces – from the Spacecraft via the\n                MIL-STD-1553 interface, and from the ICU via the SSI interface. Any of the DPU commands can be sent from\n                the SCU or the ICU. The source for a command from the DPU is one of the following:\n                * ICU – command is generated and sent by the ICU via the SSI.\n                * SCU – command is generated and sent by the SCU via the 1553.\n                * G-ICU – command is generated on the ground and sent to the DPU via the ICU/SSI.\n                * G-SCU – command is generated on the ground and sent to the DPU via the SCU/1553.\n            ', 0.1255292511022055)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', 'frames generate 功能 ping driver altered additional arrive passed hardware current typically trailing 接收 pong 数据 setting operation event events buffers timeout interrupt time 错误 configurable buffer msecs tmali retrieve nominal exposure completed', 0.1246635043536526)
('consecutively replaced reporting original sequence period code number exceeds error include reported', 'clear order lost current enqueue housekeeping tracking reporting high rate period collection checks mechanism 错误 exceeds insure s_ccm_err_repeat counts rollover', 0.124591584337708)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', '任务 arrives enqueue handling packet queue arrive queues context awaken interrupt send commands command respective semaphore maintains', 0.12134684601108069)
('dpusdp dpu_hk rejected rejecting code command 错误 errno report indicating', 'Command Handling The DPU accepts commands via two interfaces – from the Spacecraft via the\n                MIL-STD-1553 interface, and from the ICU via the SSI interface. Any of the DPU commands can be sent from\n                the SCU or the ICU. The source for a command from the DPU is one of the following:\n                * ICU – command is generated and sent by the ICU via the SSI.\n                * SCU – command is generated and sent by the SCU via the 1553.\n                * G-ICU – command is generated on the ground and sent to the DPU via the ICU/SSI.\n                * G-SCU – command is generated on the ground and sent to the DPU via the SCU/1553.\n            ', 0.12081671560067617)
('current ordering mode 功能 sets tmali driver event 提供', 'intermediate reads ping driver served ready swap pong unblock 数据 serves semaphore event reached exchange wait notifies delivered supplied limit buffers normal sequence timeout frame buffer notification indicating 经理 eventually tmali waits', 0.12013876122510343)
('configure initialization timeout capable 数据 tmali startup milliseconds 修改 dynamically tmali_timeout', 'frames generate 功能 ping driver altered additional arrive passed hardware current typically trailing 接收 pong 数据 setting operation event events buffers timeout interrupt time 错误 configurable buffer msecs tmali retrieve nominal exposure completed', 0.11873639956803414)
('address ring tmali_hk starting tmali place event buffer', 'library control capture retrieved functions 功能 driver command track detector telescope queue housekeeping transfer components routine received data semaphore event wait includes 任务 events 取 synchronize configure handling installed errors timeout implemented 错误 访问 gathers hook buffer frame reported ring work window module facilitates arrangement tmali consists number tmali_event_queue depth', 0.11830215620046917)
